"Sample Name"	"Protocol REF"	"Protocol REF"	"Protocol REF"	"Labeled Sample Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Assay Name"	"Protocol REF"	"Parameter Value[cellular component]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[emission wavelength]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[microscopy instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[optical path]"	"Parameter Value[detector voltage]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Image File"	"Raw Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Data File"	"Factor Value[compound]"	"Term Source REF"	"Term Accession Number"	"Factor Value[dose]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"
"<SKBR3>-<GF1>-plate1-E09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E09"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E09-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA684"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E10"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E10"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E10-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA686"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E10"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E10"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E10-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA687"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E10"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E10"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E10-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA689"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E10"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E10"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E10-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA690"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E10"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E10"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E10-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA692"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E10"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E10"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E10-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA693"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E10"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E10"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E10-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA695"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E10"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E10"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E10-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA696"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E11"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E11"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E11"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E11-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA698"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E11"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E11"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E11"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E11-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA699"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E11"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E11"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E11"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E11-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA701"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E11"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E11"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E11"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E11-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA702"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E11"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E11"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E11"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E11-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA704"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E11"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E11"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E11"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E11-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA705"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E11"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E11"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E11"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E11-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA707"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E11"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E11"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E11"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E11-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA708"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E12"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E12"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E12"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E12-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA710"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E12"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E12"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E12"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E12-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA711"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E12"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E12"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E12"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E12-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA713"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E12"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E12"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E12"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E12-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA714"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E12"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E12"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E12"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E12-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA716"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E12"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E12"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E12"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E12-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA717"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E12"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E12"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E12"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E12-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA719"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E12"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E12"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E12"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E12-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA720"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F01"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F01"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F01"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F01-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA722"	""	"vehicle control"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F01"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F01"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F01"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F01-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA723"	""	"vehicle control"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F01"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F01"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F01"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F01-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA725"	""	"vehicle control"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F01"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F01"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F01"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F01-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA726"	""	"vehicle control"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F01"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F01"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F01"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F01-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA728"	""	"vehicle control"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F01"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F01"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F01"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F01-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA729"	""	"vehicle control"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F01"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F01"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F01"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F01-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA731"	""	"vehicle control"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F01"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F01"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F01"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F01-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA732"	""	"vehicle control"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F02"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F02"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F02"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F02-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA734"	""	"vehicle control"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F02"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F02"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F02"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F02-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA735"	""	"vehicle control"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F02"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F02"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F02"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F02-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA737"	""	"vehicle control"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F02"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F02"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F02"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F02-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA738"	""	"vehicle control"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F02"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F02"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F02"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F02-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA740"	""	"vehicle control"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-F02"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-F02"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-F02"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-F02-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA741"	""	"vehicle control"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
